title,link,citation,summary,resource_title,file_format
"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries: 6th International Workshop, BrainLes 2020, Held in Conjunction with MICCAI …",https://books.google.com/books?hl=en&lr=&id=-gkmEAAAQBAJ&oi=fnd&pg=PR7&dq=multiple+sclerosis+segmentation+deep+learning&ots=ip3mUZlYJC&sig=tK1A3HYV4xMQdsKHsFNgNrMe5qU,5,"A Crimi, S Bakas - 2021 - books.google.com",,
Ischemic stroke lesion segmentation in CT perfusion scans using pyramid pooling and focal loss,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_36,66,"SM Abulnaga, J Rubin - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",arxiv.org,PDF
Advances in spinal cord imaging in multiple sclerosis,https://journals.sagepub.com/doi/abs/10.1177/1756286419840593,83,"M Moccia, S Ruggieri, A Ianniello… - Therapeutic …, 2019 - journals.sagepub.com",sagepub.com,HTML
Semisupervised white matter hyperintensities segmentation on MRI,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.26109,2,"F Huang, P Xia, V Vardhanabhuti, SK Hui… - Human Brain …, 2023 - Wiley Online Library",wiley.com,PDF
Serum neurofilament levels reflect outer retinal layer changes in multiple sclerosis,https://journals.sagepub.com/doi/abs/10.1177/17562864211003478,4,"CB Seitz, F Steffen, M Muthuraman… - Therapeutic …, 2021 - journals.sagepub.com",sagepub.com,HTML
Multimodal brain tumor segmentation using cascaded V-Nets,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_5,32,"R Hua, Q Huo, Y Gao, Y Sun, F Shi - … : Glioma, Multiple Sclerosis, Stroke …, 2019 - Springer",,
Redefining multiple sclerosis phenotypes using MRI,https://www.medrxiv.org/content/10.1101/19011080.abstract,5,"A Eshaghi, A Young, P Wijertane, F Prados, D Arnold… - MedRxiv, 2019 - medrxiv.org",medrxiv.org,PDF
Similar neural pathways link psychological stress and brain-age in health and multiple sclerosis,https://www.cell.com/iscience/pdf/S2589-0042(23)01756-X.pdf,1,"MA Schulz, S Hetzer, F Eitel, S Asseyer, L Meyer-Arndt… - Iscience, 2023 - cell.com",cell.com,PDF
MTANS: Multi-scale mean teacher combined adversarial network with shape-aware embedding for semi-supervised brain lesion segmentation,https://www.sciencedirect.com/science/article/pii/S1053811921008417,19,"G Chen, J Ru, Y Zhou, I Rekik, Z Pan, X Liu, Y Lin, B Lu… - NeuroImage, 2021 - Elsevier",sciencedirect.com,HTML
Conventional and deep learning methods for skull stripping in brain MRI,https://www.mdpi.com/2076-3417/10/5/1773,42,"HZU Rehman, H Hwang, S Lee - Applied Sciences, 2020 - mdpi.com",mdpi.com,PDF
B cell depletion therapy does not resolve chronic active multiple sclerosis lesions,https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(23)00266-9/fulltext,1,"P Maggi, CV Bulcke, E Pedrini, C Bugli, A Sellimi… - …, 2023 - thelancet.com",thelancet.com,HTML
… feature elimination analyses of structural brain MRI predicts near-term relapses in patients with clinically isolated syndromes suggestive of multiple sclerosis,https://www.sciencedirect.com/science/article/pii/S2213158219303614,44,"V Wottschel, DT Chard, C Enzinger, M Filippi… - NeuroImage: Clinical, 2019 - Elsevier",sciencedirect.com,HTML
Logistic Regression–Based Model Is More Efficient Than U-Net Model for Reliable Whole Brain Magnetic Resonance Imaging Segmentation,https://journals.lww.com/topicsinmri/Fulltext/2022/06000/Logistic_Regression_Based_Model_Is_More_Efficient.1.aspx?context=LatestArticles,3,"H Dieckhaus, R Meijboom, S Okar, T Wu… - Topics in Magnetic …, 2022 - journals.lww.com",lww.com,HTML
A deep supervision CNN network for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_14,7,"S Ma, Z Zhang, J Ding, X Li, J Tang, F Guo - … : Glioma, Multiple Sclerosis …, 2021 - Springer",,
Context aware 3D UNet for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_19,30,"P Ahmad, S Qamar, L Shen, A Saeed - … : Glioma, Multiple Sclerosis, Stroke …, 2021 - Springer",arxiv.org,PDF
Glioma segmentation and a simple accurate model for overall survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_42,24,"E Gates, JG Pauloski, D Schellingerhout… - … , Multiple Sclerosis …, 2019 - Springer",gregpauloski.com,PDF
MS Lesion Segmentation: Revisiting Weighting Mechanisms for Federated Learning,https://arxiv.org/abs/2205.01509,4,"D Liu, M Cabezas, D Wang, Z Tang, L Bai… - arXiv preprint arXiv …, 2022 - arxiv.org",arxiv.org,PDF
Stages of brain volume loss and performance in the Brief International Cognitive Assessment for Multiple Sclerosis,https://www.sciencedirect.com/science/article/pii/S2211034822006885,4,"Y Miyazaki, M Niino, E Takahashi, T Nomura… - Multiple sclerosis and …, 2022 - Elsevier",,
Automatic detection of active and inactive multiple sclerosis plaques using the Bayesian approach in susceptibility-weighted imaging,https://journals.sagepub.com/doi/abs/10.1177/02841851221143050,1,"R Afkandeh, M Irannejad, I Abedi… - Acta …, 2023 - journals.sagepub.com",,
Intraretinal layer segmentation using cascaded compressed U-nets,https://www.mdpi.com/2313-433X/8/5/139,4,"SK Yadav, R Kafieh, HG Zimmermann… - Journal of …, 2022 - mdpi.com",mdpi.com,HTML
"Cross-organ, cross-modality transfer learning: Feasibility study for segmentation and classification",https://ieeexplore.ieee.org/abstract/document/9262863/,13,"J Lee, RM Nishikawa - IEEE Access, 2020 - ieeexplore.ieee.org",ieee.org,PDF
Deep learning versus classical regression for brain tumor patient survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_38,43,"Y Suter, A Jungo, M Rebsamen, U Knecht… - … , Multiple Sclerosis …, 2019 - Springer",arxiv.org,PDF
Comprehensible Machine-Learning-Based Models for the Pre-Emptive Diagnosis of Multiple Sclerosis Using Clinical Data: A Retrospective Study in the Eastern …,https://www.mdpi.com/1660-4601/20/5/4261,8,"SO Olatunji, N Alsheikh, L Alnajrani, A Alanazy… - International Journal of …, 2023 - mdpi.com",mdpi.com,PDF
Exploring Bayesian Deep Learning Uncertainty Measures for Segmentation of New Lesions in Longitudinal MRIs,https://openreview.net/forum?id=2xJCo7lgB8,,"NM Sepahvand, R Mehta, DL Arnold, D Precup, T Arbel - 2020 - openreview.net",,
Perfusion MRI in automatic classification of multiple sclerosis lesion subtypes,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/sil2.12101,2,"E Homayouny, RM Khayati, SM Nabavi… - IET Signal …, 2022 - Wiley Online Library",wiley.com,PDF
Lightweight u-nets for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_1,14,"T Tarasiewicz, M Kawulok, J Nalepa - … : Glioma, Multiple Sclerosis, Stroke …, 2021 - Springer",,
Automatic brain tumor segmentation with contour aware residual network and adversarial training,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_24,22,"HY Yang, J Yang - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",researchgate.net,PDF
Automated brain structure segmentation in magnetic resonance images of multiple sclerosis patients,https://dugi-doc.udg.edu/handle/10256/17035,,S González Villà - 2019 - dugi-doc.udg.edu,udg.edu,PDF
Whole brain 3D MR fingerprinting in multiple sclerosis: a pilot study,https://link.springer.com/article/10.1186/s12880-021-00620-5,4,"TR Mostardeiro, A Panda, NG Campeau, RJ Witte… - BMC medical …, 2021 - Springer",springer.com,HTML
Segmenting brain tumors from MRI using cascaded 3D U-nets,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_23,8,"K Kotowski, S Adamski, W Malara, B Machura… - … , Multiple Sclerosis …, 2021 - Springer",,
Predicting multiple sclerosis disease severity with multimodal deep neural networks,https://arxiv.org/abs/2304.04062,2,"K Zhang, JA Lincoln, X Jiang, EV Bernstam… - arXiv preprint arXiv …, 2023 - arxiv.org",arxiv.org,PDF
nnU-Net for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_11,232,"F Isensee, PF Jäger, PM Full, P Vollmuth… - … , Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
Automatic segmentation of brain tumor using 3D SE-inception networks with residual connections,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_31,13,"H Yao, X Zhou, X Zhang - … Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Lesions detection of multiple sclerosis in 3D brian MR images by using artificial immune systems and support vector machines,https://www.igi-global.com/chapter/lesions-detection-of-multiple-sclerosis-in-3d-brian-mr-images-by-using-artificial-immune-systems-and-support-vector-machines/315069,6,"A Merzoug, N Benamrane… - Research Anthology on …, 2023 - igi-global.com",igi-global.com,PDF
A deep supervised U-attention net for pixel-wise brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_24,7,"JH Xu, WPK Teng, XJ Wang, A Nürnberger - … : Glioma, Multiple Sclerosis …, 2021 - Springer",,
Multi-modal U-Nets with boundary loss and pre-training for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_13,11,"P Ribalta Lorenzo, M Marcinkiewicz… - … : Glioma, Multiple Sclerosis …, 2020 - Springer",,
Brain tumor segmentation using dual-path attention U-net in 3D MRI images,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_17,11,"W Jun, X Haoxiang, Z Wang - … , Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",,
Pseudo-Label Assisted Nnu-Net (PLAn) Enables Automatic Segmentation of 7T MRI From a Single Acquisition,https://www.medrxiv.org/content/10.1101/2022.12.22.22283866.abstract,1,"H Dieckhaus, C Donnay, MI Gaitán, ES Beck, A Mullins… - medRxiv, 2022 - medrxiv.org",medrxiv.org,PDF
Molecular models of multiple sclerosis severity identify heterogeneity of pathogenic mechanisms,https://www.medrxiv.org/content/10.1101/2020.05.18.20105932.abstract,6,"C Barbour, P Kosa, M Varosanec, M Greenwood… - medRxiv, 2020 - medrxiv.org",medrxiv.org,PDF
Deep Convolutional Neural Networks for Brain tumor segmentation: boosting performance using deep transfer learning: preliminary results,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_30,9,"M Ben Naceur, M Akil, R Saouli, R Kachouri - … : Glioma, Multiple Sclerosis …, 2020 - Springer",hal.science,PDF
Domain knowledge based brain tumor segmentation and overall survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_28,23,"X Guo, C Yang, PL Lam, PYM Woo, Y Yuan - … : Glioma, Multiple Sclerosis …, 2020 - Springer",arxiv.org,PDF
Evaluating the impact of MR image harmonization on thalamus deep network segmentation,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12032/120320H/Evaluating-the-impact-of-MR-image-harmonization-on-thalamus-deep/10.1117/12.2613159.short,5,"M Shao, L Zuo, A Carass, J Zhuo… - Medical Imaging …, 2022 - spiedigitallibrary.org",nih.gov,HTML
DFP-ResUNet: Convolutional neural network with a dilated convolutional feature pyramid for multimodal brain tumor segmentation,https://www.sciencedirect.com/science/article/pii/S0169260721002820,27,"J Wang, J Gao, J Ren, Z Luan, Z Yu, Y Zhao… - Computer Methods and …, 2021 - Elsevier",,
Ivadomed: A medical imaging deep learning toolbox,https://arxiv.org/abs/2010.09984,16,"C Gros, A Lemay, O Vincent, L Rouhier… - arXiv preprint arXiv …, 2020 - arxiv.org",arxiv.org,PDF
Development and evaluation of deep learning–based segmentation of histologic structures in the kidney cortex with multiple histologic stains,https://www.sciencedirect.com/science/article/pii/S0085253820309625,109,"CP Jayapandian, Y Chen, AR Janowczyk, MB Palmer… - Kidney international, 2021 - Elsevier",sciencedirect.com,HTML
P-resunet: Segmentation of brain tissue with purified residual unet,https://www.sciencedirect.com/science/article/pii/S0010482522010022,10,"K Niu, Z Guo, X Peng, S Pei - Computers in Biology and Medicine, 2022 - Elsevier",,
HI-Net: Hyperdense Inception 3D UNet for Brain Tumor Segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_5,17,"S Qamar, P Ahmad, L Shen - … , Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",arxiv.org,PDF
"Robust, atlas-free, automatic segmentation of brain MRI in health and disease",https://www.cell.com/heliyon/pdf/S2405-8440(18)35486-0.pdf,21,"K Selvaganesan, E Whitehead, PM DeAlwis… - Heliyon, 2019 - cell.com",cell.com,PDF
Glioma segmentation using ensemble of 2D/3D U-Nets and survival prediction using multiple features fusion,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_17,21,"MJ Ali, MT Akram, H Saleem, B Raza… - … Glioma, Multiple Sclerosis …, 2021 - Springer",researchgate.net,PDF
Aggregating multi-scale prediction based on 3D U-Net in brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_14,20,"M Chen, Y Wu, J Wu - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",google.com,PDF
“Brain age” predicts disability accumulation in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1002/acn3.51782,2,"MR Brier, Z Li, M Ly, HT Karim, L Liang… - Annals of Clinical …, 2023 - Wiley Online Library",wiley.com,PDF
A comparative assessment of myelin-sensitive measures in multiple sclerosis patients and healthy subjects,https://www.sciencedirect.com/science/article/pii/S221315822200242X,3,"R Rahmanzadeh, M Weigel, PJ Lu, L Melie-Garcia… - NeuroImage: Clinical, 2022 - Elsevier",sciencedirect.com,HTML
Ensembles of densely-connected CNNs with label-uncertainty for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_40,187,"R McKinley, R Meier, R Wiest - … , Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Diagnosis of multiple sclerosis using multifocal ERG data feature fusion,https://www.sciencedirect.com/science/article/pii/S1566253521001068,5,"A López-Dorado, J Pérez, MJ Rodrigo… - Information …, 2021 - Elsevier",sciencedirect.com,HTML
GA-UNet: UNet-based framework for segmentation of 2D and 3D medical images applicable on heterogeneous datasets,https://link.springer.com/article/10.1007/s00521-021-06134-z,24,"A Kaur, L Kaur, A Singh - Neural Computing and Applications, 2021 - Springer",researchgate.net,PDF
MACHINE LEARNING IN EARLY GENETIC DETECTION OF MULTIPLE SCLEROSIS DISEASE: ASurvey,https://www.academia.edu/download/64848627/12520ijcsit01.pdf,2,"NM Ali, M Shaheen, MS Mabrouk, MA AboRezka - brain, 2020 - academia.edu",academia.edu,PDF
… methodology based on convolutional neural networks with augmented penalization on hard-to-classify boundary voxels on the task of brain lesion segmentation,https://link.springer.com/chapter/10.1007/978-3-031-07750-0_31,3,"G Ulloa, A Veloz, H Allende-Cid, R Monge… - Mexican Conference on …, 2022 - Springer",,
Multivariate prediction of multiple sclerosis using robust quantitative MR-based image metrics,https://www.sciencedirect.com/science/article/pii/S0939388918300680,13,"H Neeb, J Schenk - Zeitschrift für Medizinische Physik, 2019 - Elsevier",,
Semi-automatic brain tumor segmentation by drawing long axes on multi-plane reformat,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_39,12,"D Gering, K Sun, A Avery, R Chylla… - … , Multiple Sclerosis …, 2019 - Springer",,
Contra-lateral information CNN for core lesion segmentation based on native CTP in acute stroke,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_26,17,"J Bertels, D Robben, D Vandermeulen… - … , Multiple Sclerosis …, 2019 - Springer",kuleuven.be,PDF
Central vein sign profile of newly developing lesions in multiple sclerosis: a 3-year longitudinal study,https://nn.neurology.org/content/9/2/e1120.abstract,17,"O Al-Louzi, V Letchuman, S Manukyan… - Neurology …, 2022 - AAN Enterprises",neurology.org,HTML
Brain tumor segmentation based on attention mechanism and multi-model fusion,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_5,9,"X Guo, C Yang, T Ma, P Zhou, S Lu, N Ji, D Li… - … , Multiple Sclerosis …, 2020 - Springer",,
